CUST_ID,da_Mean,rev_Range,mou_Range,change_mou,unan_vce_Mean,owylis_vce_Mean,mouowylisv_Mean,peak_vce_Mean,mou_peav_Mean,opk_vce_Mean,mou_opkv_Mean,crclscod,asl_flag,totcalls,totmou,avgmou,hnd_price,lor,dwlltype,marital,wrkwoman,proptype,pcowner,kid0_2,kid6_10,kid11_15,kid16_17,car_buy
2150,0,0,98,-40.25,42,28.66666667,28.69,78.33333333,102.3533333,36.66666667,30.32333333,CA,N,3457,6261,343.33,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2151,0,0.63,73,-22.75,15.66666667,36,23.32666667,70,53.64333333,35.33333333,27.8,AA,N,822,1248,206.67,79.98999023,9,M,U,,,,U,U,U,U,UNKNOWN
2152,0,26.25,128,-59.75,35.66666667,3.333333333,4.326666667,79.33333333,267.4633333,66.66666667,262.6933333,CA,Y,1361,6136,646.63,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2153,0,0,14,-2.5,1,0,0,2.333333333,6.62,2,2.023333333,EA,Y,114,550,61.11,99.98999023,3,M,M,,,,Y,U,U,U,UNKNOWN
2154,0,179.67,174,-4.75,24.33333333,0.666666667,0.313333333,83.66666667,86.06333333,16.66666667,20.54,CA,N,4273,8475,313.59,179.9899902,5,,S,,,,U,U,U,U,UNKNOWN
2155,2.475,91.7,229,-79,16.33333333,40.33333333,32.98333333,122.3333333,175.3233333,93.33333333,132.05,CA,N,4134,9902,608.06,79.98999023,3,M,S,,,Y,U,U,U,U,UNKNOWN
2156,0.7425,29.81,414,-288,12.66666667,19.33333333,16.71666667,94.66666667,292.7733333,31.33333333,81.03,AA,N,978,3346,346.13,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2157,3.7125,6.48,170,87.75,12.66666667,3.333333333,2.776666667,49,90.73,31,62.03333333,A2,N,1510,3466,156.09,129.9899902,6,S,M,,A,,U,Y,U,U,New
2158,1.485,20.29,140,62,11,5,7.106666667,15,53.73666667,7.666666667,12.89,BA,N,3852,8896,353.24,9.989997864,11,S,M,,A,,U,Y,U,U,New
2159,2.2275,233.66,776,69.25,49.66666667,47.33333333,45.96333333,131.3333333,240.97,94.66666667,126.9833333,EA,N,7310,20652,788.46,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2160,0,0,53,-18,2,0.666666667,0.4,5.333333333,8.396666667,5,6.743333333,AA,N,141,428,25.18,29.98999023,11,S,M,Y,,,U,U,U,U,New
2161,0,0,47,-10,6,2.333333333,1.323333333,23,33.80666667,4.666666667,8.523333333,A,N,729,1202,125.17,129.9899902,11,S,M,,A,Y,U,U,U,Y,New
2162,0.2475,0.99,87,-16.5,0.666666667,0.666666667,2.273333333,4.333333333,8.85,0.666666667,0.13,AA,N,204,732,41.59,29.98999023,15,S,M,,A,,U,U,U,U,New
2163,0.2475,0.99,295,-75,2.666666667,0,0,51.66666667,270.37,9.333333333,25.28333333,AA,N,1976,8165,427.58,129.9899902,4,S,M,Y,,,U,U,U,U,New
2164,0,29.99,39,4.25,1,1.333333333,0.92,12.33333333,9.803333333,7.333333333,3.723333333,EA,N,270,451,27.5,129.9899902,15,M,M,Y,,,U,U,U,U,UNKNOWN
2165,0,0.78,38,-21.5,4.666666667,4.333333333,6.75,12.33333333,30.87,17,63.02333333,EA,Y,487,2105,183.55,129.9899902,7,,U,,,,U,U,U,U,New
2166,2.7225,12.61,326,203.25,41.33333333,43.33333333,63.18333333,86.66666667,222.3033333,100,359.5933333,AA,N,1114,5334,666.75,129.9899902,5,S,A,,A,,U,U,U,U,New
2167,0,19.81,748,13.75,82.66666667,23,26.58666667,117,99.34666667,192.3333333,246.0266667,AA,N,1743,3553,442.88,129.9899902,4,S,M,Y,,Y,U,Y,U,Y,UNKNOWN
2168,3.96,38.04,1121,762,26.66666667,68,48.13,96,218.5966667,149.3333333,361.0166667,BA,N,2301,5574,555.7,129.9899902,1,S,B,,,,U,U,U,U,UNKNOWN
2169,0.7425,12.97,191,-102.25,15,3.333333333,1.573333333,19.33333333,23.64333333,20,142.09,A,N,287,1214,132.25,129.9899902,9,S,U,,A,,U,Y,Y,U,New
2170,1.2375,217.64,1237,776.25,34.66666667,19,16.78,91,187.9733333,85.33333333,172.5133333,EA,N,2060,5201,431.17,129.9899902,5,M,U,,,,U,U,U,U,UNKNOWN
2171,1.485,6.78,157,69,14,15,6.916666667,76.33333333,127.1966667,43,58.12666667,AA,N,1688,3819,272.79,79.98999023,6,S,S,,,,U,U,U,U,New
2172,0.7425,54.17,182,-35.5,9.333333333,15.66666667,22.94333333,67,108.04,22.33333333,29.08666667,C,N,3801,7025.14,155.27,149.9899902,5,S,M,Y,,Y,U,Y,Y,U,UNKNOWN
2173,0,7.38,216,22.5,6.333333333,4,2.993333333,78.33333333,135.0466667,51.33333333,103.44,EA,N,3332,5876,325.22,59.98999023,2,S,M,Y,,,U,U,U,U,UNKNOWN
2174,0.495,11.37,197,-48.75,6,9.333333333,7.64,53.33333333,80.99666667,15,20.54333333,BA,N,625,1473,98.13,79.98999023,6,M,U,,,,U,U,U,U,New
2175,0.2475,103.05,1247,80.75,0.333333333,12.66666667,19.51333333,91.33333333,255.45,88.33333333,574.52,C5,Y,2304,8769,797.09,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2176,0.495,57.57,1222,-626.75,76.33333333,48.33333333,50.30333333,180.6666667,269.65,277,800.5466667,ZA,Y,4075,12032,996.17,199.9899902,5,,,,,,,,,,
2177,1.485,19.59,651,467.5,92.66666667,93.33333333,74.66333333,210.3333333,333.9,236.6666667,419.3833333,AA,N,5153,14703,1215.17,79.98999023,0,S,S,,,,U,U,U,U,UNKNOWN
2178,1.2375,186.29,1532,-923.75,41.66666667,17.33333333,14.22,146,475.7466667,148.3333333,803.48,CA,Y,2543,11191,1008.55,149.9899902,11,S,S,,,,U,U,U,U,UNKNOWN
2179,0,114.59,1162,189.25,0,0,0,0,0,0,0,AA,N,5938,19785,1798.64,149.9899902,9,S,M,,A,,U,Y,U,U,New
2180,0.2475,12.93,78,31,10.33333333,18,26.34666667,54,114.0133333,24,46.28333333,AA,N,494,1330,219,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2181,1.485,27.84,317,142.5,12.33333333,15.33333333,7.03,28.33333333,37.31,14.33333333,17.67,AA,N,780,2005,242.13,79.98999023,5,,B,,,,U,U,U,U,UNKNOWN
2182,0.2475,121.79,981,581.25,115,96.33333333,88.32,192.6666667,165.3233333,258.3333333,455.6033333,E4,Y,4732,10502,938,9.989997864,1,S,M,,,,U,U,U,U,New
2183,0,90.27,452,-249.25,0,0,0,0,0,0,0,DA,N,1218,3346,404.88,79.98999023,3,,S,,,,U,U,U,U,UNKNOWN
2184,0,111.05,407,-190.75,12.33333333,38.33333333,50.14,109.3333333,395.29,58.66666667,147.2333333,BA,N,2147,8369,557.27,29.98999023,5,M,B,,,,U,U,U,U,UNKNOWN
2185,0,43.64,1585,678.25,162.3333333,124.3333333,194.15,295.3333333,408.3633333,197.6666667,428.4266667,DA,Y,2889,6805,965.43,79.98999023,5,,,,,,,,,,
2186,4.2075,35.24,419,-165.5,36.33333333,39.33333333,34.12,115.6666667,195.2366667,47.66666667,74.37,DA,N,2984,6475,430,9.989997864,2,M,S,,,,U,U,U,U,New
2187,0.495,127.46,798,-400.75,7.666666667,19.33333333,20.15,223,322.11,72.33333333,98.63,CA,N,7395,13647,964.14,39.98999023,5,M,S,,,,U,U,U,U,UNKNOWN
2188,0,0.67,6,-2.25,2.666666667,1.333333333,2.08,2.666666667,4.16,1,0.76,AA,N,1122,5852,225.08,59.98999023,3,S,S,Y,B,Y,U,U,U,U,UNKNOWN
2189,0.99,1.98,239,29.75,33,35,32.90333333,135.6666667,174.92,39.33333333,74.83,AA,N,3316,6891,344.35,79.98999023,4,M,M,,,,U,U,U,U,New
2190,0.2475,90.83,347,-173,29.66666667,5,3.666666667,83.66666667,91.02333333,33.66666667,36.90333333,CA,Y,1604,3118,193.69,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2191,1.485,1.31,178,127.75,2,0.333333333,0.243333333,9.666666667,12.13,5.666666667,13.06666667,A,N,1239,3143,89.85,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2192,0,69.71,304,-175.5,180,114.6666667,105.0733333,393.3333333,417.5233333,574.3333333,564.91,ZA,N,10753,17594,1256.07,99.98999023,3,M,S,,,,U,U,U,U,UNKNOWN
2193,0,0,13,3.25,0.666666667,0.666666667,1.516666667,3.666666667,4.65,1.666666667,1.12,AA,N,248,489,24.45,29.98999023,13,S,M,,,,U,U,U,U,New
2194,0,0.78,106,-39.75,0,0,0,0,0,0,0,DA,Y,369,685,75.56,79.98999023,7,S,M,,A,Y,U,Y,U,U,New
2195,2.475,17.36,566,-236,42.33333333,31.66666667,41.93,164.6666667,263.1233333,98,167.5033333,CA,Y,1536,4114,817.2,149.9899902,13,S,S,,A,,U,U,U,U,New
2196,0,4.9,34,-9,1.333333333,0,0,4.666666667,12.53666667,1.666666667,2.233333333,AA,N,86,207,8.63,79.98999023,5,S,M,Y,,Y,U,U,U,U,UNKNOWN
2197,0.7425,20.63,54,-12.25,1.333333333,0,0,6.333333333,18.36,4.333333333,2.576666667,AA,N,107,258,19.85,59.98999023,13,S,M,,M,Y,U,U,U,U,UNKNOWN
2198,0.7425,47.29,707,-121.75,53.33333333,62.33333333,57.01,154.3333333,220.4933333,153.6666667,280.4133333,BA,N,1995,5183,719.71,59.98999023,7,M,B,,,,U,U,U,U,UNKNOWN
2199,0.495,6.03,341,-7,28,59,48.86666667,96.33333333,115.1233333,319,492.94,AA,N,5222,13069,768.76,149.9899902,7,S,M,,,Y,U,U,U,Y,UNKNOWN
2200,0.99,40.2,362,81.5,19.33333333,40.33333333,39.34333333,211.3333333,319.5066667,100,149.25,A,N,5487,11194,430.15,149.9899902,1,M,S,,,Y,U,U,U,U,UNKNOWN
2201,3.7125,34.01,499,78.5,0,0,0,0,0,0,0,BA,N,1725,5404,598.67,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2202,0,0.63,185,-104.75,1.333333333,1.333333333,0.973333333,18,113.09,8.666666667,29.57333333,EA,N,1891,7200,513.71,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2203,0,0,122,0.25,2.333333333,0.666666667,0.033333333,1.666666667,3.42,8.333333333,7.646666667,AA,N,301,867,72.25,129.9899902,1,M,B,,,,U,U,U,U,UNKNOWN
2204,0.7425,34.56,339,193.75,16.66666667,24.33333333,31.79,83,173.5366667,52,144.3266667,BA,N,1019,3767,412.44,149.9899902,5,M,S,,,,U,U,U,U,UNKNOWN
2205,0,10.33,492,-65.25,88,145.6666667,98.19333333,570.6666667,465.2366667,240,247.5633333,ZY,N,16268,21673,862.08,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2206,0,0,1057,-438,5.666666667,27.66666667,35.57666667,76.33333333,129.8866667,109,323.4733333,D5,Y,1189,4021,801.2,129.9899902,1,M,U,,,,U,U,U,U,New
2207,0,0,4,2.25,0,0,0,0,0,0,0,AA,N,70,108,10.8,29.98999023,9,S,M,,,Y,U,U,U,U,New
2208,0,1.27,236,-153,20.33333333,24.33333333,52.21,39.33333333,136.09,37.33333333,213.9333333,AA,N,1704,10254,467.76,149.9899902,4,S,S,Y,A,,U,U,U,U,UNKNOWN
2209,0,1.28,142,50,5.666666667,3.333333333,1.01,25.33333333,34.13333333,27.66666667,66.62666667,U,N,556,1473,98,149.9899902,11,M,U,Y,,,U,U,U,U,UNKNOWN
2210,0.2475,54.95,730,432.75,73.33333333,40,38.19666667,149.3333333,353.34,228.6666667,579.4866667,DA,Y,2944,9643,1200.38,149.9899902,0,M,B,,,,U,U,U,U,New
2211,0,10.75,192,-41.75,13.33333333,3,3.676666667,37.66666667,99.9,25,72.69666667,AA,N,519,1456,181.13,79.98999023,15,S,M,Y,A,,U,U,U,Y,UNKNOWN
2212,0,150.07,626,-398,110.6666667,33.66666667,21.81666667,242,499.0733333,168.6666667,437.34,A,N,10517,28893,1028.86,79.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2213,0.99,210.15,245,110.25,7.333333333,16,13.79666667,40.33333333,80.97666667,46,179.52,A,N,1421,4732,416.18,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2214,4.455,5.94,249,153,9.333333333,5.333333333,5.48,61,101.6966667,25.66666667,27.88333333,AA,N,677,1586,157.1,199.9899902,0,S,S,,,,U,U,U,U,UNKNOWN
2215,0.2475,448.7,1919,-627,0,104.6666667,218.9266667,117.6666667,490.95,205,875.3333333,ZA,N,1786,7685,639.33,59.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2216,1.485,16.69,137,60.25,37.66666667,47.66666667,32.89666667,79,57.46,161.6666667,118.5866667,BA,N,3450,5014,356.07,129.9899902,15,S,U,,,Y,Y,U,U,U,UNKNOWN
2217,1.2375,84,409,-203.5,49,62.66666667,41.84,207.3333333,338.6833333,64,50.75333333,DA,Y,2314,5217,372.07,99.98999023,15,S,M,,B,,U,U,U,U,New
2218,0.2475,4.93,455,281.75,18.33333333,13,8.733333333,38,88.62,31,71.79666667,AA,N,1083,2594,112.7,149.9899902,0,,M,,,,U,U,U,U,UNKNOWN
2219,0.7425,34.18,470,-304,36.33333333,16.66666667,17.33666667,212.6666667,404.9333333,15.66666667,44.22333333,EA,N,6593,14706,624.35,29.98999023,6,S,S,Y,,,U,U,U,U,New
2220,0,3.15,39,-22,46,1.333333333,0.1,73.66666667,112.71,37.33333333,67.85666667,ZA,N,1915,4243,222.53,79.98999023,5,S,U,,,,U,U,Y,U,UNKNOWN
2221,0,80.56,474,-288.25,42.33333333,43.33333333,59.01333333,263,470.7366667,151,272.3566667,BA,N,3947,9308,663.64,129.9899902,3,S,S,,A,,U,U,U,U,UNKNOWN
2222,0,5,59,-38.25,7.333333333,11,8.19,32,38.51666667,20.66666667,19.71,CA,Y,551,959,106.56,29.98999023,15,S,M,,A,Y,U,U,U,U,New
2223,0,0.54,107,-38.5,14.66666667,19.33333333,9.18,61.33333333,93.79666667,59.66666667,109.3566667,B,N,3432,7032,311.32,29.98999023,7,S,B,,,,U,U,U,U,New
2224,0,7.36,51,-11,1.333333333,0,0,2,2.39,0.333333333,0.543333333,AA,N,151,314,22.36,129.9899902,9,S,M,,,,U,U,U,U,UNKNOWN
2225,0,32.29,74,22.75,6.666666667,5,5.763333333,40.33333333,346.39,7,34.66,A,N,1436,7769,310.21,199.9899902,1,M,U,,,,U,U,U,U,UNKNOWN
2226,1.7325,55.46,314,16,16.33333333,57,75.43333333,162,296.04,54,110.1733333,AA,N,3796,9300,471.84,199.9899902,7,,B,,,,U,U,U,U,New
2227,0,11.2,54,31.75,1.666666667,14.66666667,9.196666667,71.33333333,132.0466667,47.33333333,105.9933333,CA,N,2088,5418,301,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2228,0.495,58.55,456,-181.5,25.66666667,38.66666667,202.0033333,73.66666667,444.6833333,79,301.0933333,AA,N,1465,8699,966.56,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2229,0,31.58,486,340.75,4,13,25.05333333,33.33333333,67.16666667,18.66666667,33.28333333,A,N,1791,4841,225.24,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2230,4.2075,48.75,304,-47,24,30.33333333,21.05,117,213.52,26.66666667,57.45,EA,Y,1234,3134,260,149.9899902,10,S,M,,A,,U,U,U,U,New
2231,0,235.49,1987,1346.5,22.66666667,7.333333333,3.546666667,41,44.55,53,72.42333333,ZA,Y,3245,9906,1411.43,99.98999023,10,S,M,,A,,U,Y,Y,U,New
2232,0,53.9,301,-42.5,31.33333333,34.66666667,20.99666667,235.3333333,334.0633333,101,167.79,EA,Y,3637,7773,553.79,149.9899902,1,M,U,,,,U,U,U,U,UNKNOWN
2233,0.2475,0.99,57,-18,4,9.666666667,5.153333333,33,36.40333333,6,4.076666667,AA,N,690,1193,61.11,9.989997864,8,S,M,,A,,U,Y,Y,U,New
2234,0.2475,53.89,593,258.5,55.33333333,9.333333333,9.553333333,149.3333333,146.5366667,150.6666667,167.0433333,AA,N,3526,5659,280,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2235,0.7425,33.84,686,-204,54.33333333,45.66666667,25.77333333,131,109.31,95.33333333,157.39,W,N,3615,7388,476.13,199.9899902,1,S,M,Y,,,U,Y,U,U,UNKNOWN
2236,0.2475,43.5,110,-23.25,19.33333333,15.33333333,12.30333333,53.33333333,106.8633333,37.33333333,104.3333333,A,N,5332,18026,457.64,29.98999023,3,S,S,Y,,,U,U,U,U,New
2237,2.2275,375.29,1213,-534.75,74.33333333,105,111.4233333,241.6666667,575.1266667,258,378.1766667,A,N,9063,24259,691.11,199.9899902,3,M,B,,,,U,U,U,U,UNKNOWN
2238,0,30.64,236,7.5,23.33333333,22,15.23333333,159.6666667,309.0866667,28.66666667,47.55333333,A,N,2526,5559,185.2,149.9899902,3,M,A,,E,Y,U,Y,Y,U,New
2239,0.2475,212.09,2155,369.25,176.6666667,65,93.47666667,688.3333333,1751.133333,299.3333333,885.4333333,DA,N,8563,29129,2631.55,29.98999023,3,M,S,Y,,,U,Y,Y,Y,UNKNOWN
2240,0.495,56.97,615,16.25,74.66666667,23.33333333,33.05333333,101.6666667,191.4133333,75.66666667,243.26,DA,Y,3015,7460,532.86,129.9899902,5,,,,,,,,,,
2241,0,16.64,1211,-735.5,66.66666667,23,11.68666667,89.66666667,129.97,286,569.0433333,CA,Y,2323,6192,1027.5,129.9899902,8,S,U,,A,,U,U,U,Y,UNKNOWN
2242,1.485,4.16,150,-71.25,13,14.66666667,14.17666667,69.33333333,88.10333333,44.66666667,76.94333333,B,N,4113,11867,303.46,29.98999023,7,S,S,Y,,,U,U,U,U,New
2243,0,0,44,-21.75,0,9.666666667,6.303333333,17.33333333,20.65333333,19.33333333,26.13333333,AA,N,832,1322,59.77,129.9899902,5,S,U,,A,,U,U,U,U,UNKNOWN
2244,0.2475,0.99,229,-56.25,21.33333333,10,13.19333333,87,227.6233333,18.33333333,77.38,AA,N,1282,4700,350.23,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2245,2.7225,48.84,703,380.75,33,48.33333333,68.31,123,238.7933333,214,456.7066667,AA,N,2694,7141,791.33,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2246,0,92.8,364,192,139,71,93.08333333,234.6666667,415.32,442.6666667,832.9366667,CA,Y,3467,9217,1843.4,399.9899902,15,S,M,,A,Y,U,U,U,Y,UNKNOWN
2247,0,0,217,141.5,32.66666667,21.33333333,11.32333333,85,106.76,78,101.89,B,N,5387,9344,265.74,149.9899902,15,S,M,,A,Y,U,U,U,Y,New
2248,2.7225,85.79,1048,564,27.33333333,27.33333333,28.95666667,195,833.7066667,32.33333333,113.3266667,A,N,6099,19168,626.2,149.9899902,2,S,M,,A,,U,U,Y,U,New
2249,17.82,10.89,618,54.25,0,0,0,0,0,0,0,A,N,14946,43475,1317.42,39.98999023,15,S,U,,A,,U,U,U,U,New
2250,0.7425,96.81,1015,-583.25,31.66666667,40.66666667,37.85333333,240.6666667,460.0966667,61.66666667,80.12,AA,N,2882,7284,660.45,199.9899902,6,S,M,,,Y,U,U,U,Y,New
2251,0,0,22,1,2,3,3.846666667,1.666666667,1.3,2,3.356666667,A,N,24,40,7,29.98999023,6,S,M,Y,A,Y,U,U,U,U,New
2252,1.2375,40.82,909,111.25,36,76.66666667,71.63,152.3333333,212.8133333,179,351.6133333,D5,Y,2310,6130,1008.83,149.9899902,4,M,S,Y,,Y,U,Y,U,U,UNKNOWN
2253,0,6.61,657,339.5,53,41.33333333,28.51333333,105,118.18,111.3333333,135.0866667,GA,N,3646,5751,401.07,9.989997864,5,,U,,,,U,U,U,U,UNKNOWN
2254,0.2475,1.59,349,189.75,1,3.333333333,4.096666667,8.666666667,14.26666667,11,16.35666667,AA,N,892,2074,172.83,129.9899902,3,S,M,,A,,U,U,U,U,UNKNOWN
2255,0,10,121,-47.25,17.66666667,9,8.223333333,63.33333333,71.60333333,27,69.81,AA,N,800,3465,430.25,149.9899902,5,,,,,,,,,,
2256,0,0,315,93.25,8.666666667,80,66.53666667,57,79.9,122,243.74,BA,N,1837,6933,869.86,129.9899902,5,,U,,,,U,U,U,U,New
2257,4.95,76.2,578,-68.5,39.33333333,111.6666667,148.69,292.6666667,406.5166667,209.3333333,432.92,C,N,12025,34401,1312.62,99.98999023,15,S,U,,A,,U,U,U,U,UNKNOWN
2258,0,102.36,506,137,11.66666667,12.33333333,8.52,76,99.23,82.33333333,368.0233333,AA,N,848,2858,317.56,29.98999023,4,S,M,Y,,Y,U,U,Y,U,UNKNOWN
2259,0.495,14.32,132,-35.25,18.66666667,17.66666667,13.19666667,129.3333333,293.5333333,15,24.94333333,AA,N,3199,8646,357.75,129.9899902,1,S,A,,A,,U,U,U,U,New
2260,0.495,2.61,148,74.5,0,0,0,0,0,0,0,AA,N,794,2570,367.14,59.98999023,11,S,M,,,,U,U,U,U,UNKNOWN
2261,0,1.03,84,-22.75,3,9.333333333,6.186666667,25.33333333,32.34666667,7,9.48,A,N,1435,3176,131.74,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2262,0.7425,178.37,1152,-536.75,21.33333333,30.66666667,49.24666667,75.66666667,124.59,74.33333333,207.35,DA,Y,2216,6736,745.5,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2263,0.2475,15.75,242,-3.5,27.33333333,34.33333333,31.30666667,151.6666667,433.45,70.33333333,148.36,J,N,3460,9213,464.53,149.9899902,5,,,,,,,,,,
2264,0.495,1.98,291,45.5,12,6.333333333,3.586666667,85.33333333,397.6166667,21,96.22,AA,N,1351,5101,340,149.9899902,2,M,B,,,,U,U,U,U,UNKNOWN
2265,0.99,10.91,826,145.5,39,64.33333333,55.15,99.66666667,149.9566667,141,166.22,BA,Y,3442,8713,904.67,79.98999023,11,S,U,,A,Y,U,U,Y,Y,UNKNOWN
2266,0.7425,205.56,199,-116.25,24.33333333,53.66666667,47.65666667,133,224.33,97.66666667,136.9166667,AA,N,2783,5950,495.5,99.98999023,2,S,S,,A,,U,U,U,U,UNKNOWN
2267,0.2475,106.28,346,186.75,10.66666667,34.33333333,64.13666667,61.33333333,196.08,69.33333333,161.6966667,AA,N,2098,6361,282.59,129.9899902,6,S,M,,A,,U,U,U,U,New
2268,0.2475,115.16,31,15.75,1,1,0.823333333,1.666666667,2.68,3.666666667,3.533333333,DA,N,711,1324,50.92,29.98999023,4,S,S,,,,U,Y,U,Y,New
2269,0,0,178,8.25,0,0,0,0,0,0,0,AA,N,234,1172,89.62,199.9899902,11,S,M,Y,,,U,U,U,U,New
2270,0.2475,97.03,1280,-824.25,191.6666667,82,114.27,259.6666667,724.3366667,138.3333333,397.8233333,CA,N,5456,17226,1008.88,79.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2271,0.2475,21.12,945,462.5,37,45,38.14666667,126,231.65,114.3333333,503.9566667,AA,N,1417,3613,314.55,129.9899902,8,S,M,,,,U,U,U,U,New
2272,0,1.56,123,-53.75,2.666666667,8,22.31,26,76.89666667,2,2.013333333,AA,N,441,1545,124,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2273,0.2475,0.99,266,-98,25.33333333,11.66666667,10.50333333,117.3333333,172.0066667,62.66666667,132.6833333,AA,N,3464,8693,723.58,199.9899902,5,,B,,,,Y,U,U,U,UNKNOWN
2274,0,0,73,16.5,11,11.33333333,5.91,75.66666667,101.4066667,35.66666667,65.48,AA,N,808,2017,287.14,149.9899902,6,S,S,Y,,Y,U,U,U,U,New
2275,0.2475,0.99,276,34,34.33333333,44,67.76333333,122,253.8933333,175,553.5066667,EA,Y,1882,6150,906.5,149.9899902,3,S,S,,,,U,U,U,U,New
2276,0,161.94,1084,-499.75,70,71.33333333,92.29333333,187.6666667,217.9566667,155.3333333,203.9333333,ZA,Y,3004,7607,688.18,129.9899902,12,S,M,,A,,U,Y,Y,Y,New
2277,4.2075,114.21,283,36,0,0,0,0,0,0,0,AA,N,1504,4100,511.88,199.9899902,2,S,M,,A,,U,U,U,U,New
2278,0.2475,42.7,454,232,278.3333333,125,113.1066667,547.6666667,521.82,846,1251.136667,CA,Y,12535,25731,1835.36,129.9899902,15,,S,,,,U,U,U,U,UNKNOWN
2279,0,31.29,27,1.5,0,2,1.62,7.666666667,7.623333333,3,2.053333333,AA,N,255,464,32.93,129.9899902,1,S,U,,,,U,U,U,U,UNKNOWN
2280,0,111.6,655,-51.75,17,40,44.55,115,244.9266667,24,169.1,CA,N,2052,5790,272.76,149.9899902,15,S,M,,A,Y,U,U,U,U,New
2281,0,209.88,411,229,43,38.66666667,43.81,164.3333333,287.6366667,76.66666667,147.63,BA,N,5949,13966,478.85,59.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2282,0,4.23,350,197.75,5,17,13.63,136,116.3166667,105,123.42,C5,Y,2650,5964,662.56,199.9899902,8,M,B,,,,U,U,U,U,UNKNOWN
2283,1.485,84.29,768,-259.75,34.33333333,20,19.22,69.66666667,102.8233333,16,15.24,CA,Y,1009,2169,404.6,29.98999023,5,,,,,,,,,,
2284,0,0,29,-12.5,4.333333333,5.333333333,4.886666667,18,33.03666667,3.666666667,5.75,AA,N,163,437,54.13,199.9899902,6,S,M,,A,Y,U,U,Y,U,UNKNOWN
2285,1.2375,111.01,375,242,29,13.33333333,10.06666667,86.33333333,320.34,47.66666667,185.8,BA,N,3515,10396,431.17,29.98999023,0,S,U,,A,,U,U,U,U,New
2286,0.2475,3.2,156,-84.25,16,33.33333333,15.42333333,67.33333333,68.30333333,48,41.85666667,BA,N,1528,2593,123.43,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
2287,0.2475,42.29,1019,645.75,0,0,0,0,0,0,0,AA,N,397,5039,552.67,149.9899902,2,M,U,,,Y,U,U,U,U,New
2288,0.495,37.51,187,74.75,7,7.666666667,3.496666667,22.33333333,49.75666667,23.33333333,74.87333333,C,N,3155,12129,442.15,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2289,0,40.41,70,42.5,15.66666667,6,7.073333333,32,135.06,44.66666667,299.7833333,AA,N,1687,14108,739.68,149.9899902,4,S,B,,,,U,U,U,U,UNKNOWN
2290,0,274.65,1435,-562,34.66666667,7.333333333,2.79,70.33333333,156.8266667,77.33333333,371.29,DA,Y,2710,10241,1022.7,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2291,0,0,145,-95.75,0,0,0,0,0,0,0,AA,N,579,2848,218.54,199.9899902,2,M,S,,,,U,U,U,U,UNKNOWN
2292,4.455,28.45,421,42,62.66666667,50.66666667,26.30333333,212.3333333,249.14,76.33333333,99.63333333,AA,N,2699,5264,403.15,199.9899902,2,S,U,,,,U,U,U,U,UNKNOWN
2293,0.7425,130.95,460,129.5,16.33333333,18.33333333,18.58666667,41,122.7,35,115.3733333,CA,Y,502,1614,176.44,199.9899902,7,M,B,,,,U,U,U,U,UNKNOWN
2294,0,8.58,504,-174.25,65.33333333,50.33333333,46.15,96.33333333,128.9566667,143.6666667,208.4233333,A,N,2518,5813,830.43,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
2295,0.2475,0.99,139,90.5,3.333333333,16.33333333,12.63,59,161.6866667,29.33333333,82.49,AA,N,439,1666,151.45,129.9899902,1,M,M,,,,U,U,U,U,UNKNOWN
2296,0.7425,1.83,196,5.75,10.33333333,1.666666667,0.466666667,101.6666667,134.8933333,57,69.77666667,A,N,8851,14813,386.11,149.9899902,15,S,S,,A,,U,U,U,U,UNKNOWN
2297,0,5.18,124,-1.25,0,0,0,0,0,0,0,AA,N,253,1079,153.29,149.9899902,13,S,M,,,,U,U,U,U,New
